human_uniprot	rat_uniprot
Q969V4	Q99JD2
Q9BZD4	Q6AYL9
Q6P093	M0R5D4
Q96SE0	Q5RK23
P40222	B2GV14
Q2MJR0	A0A096MJ78
P17707	P17708
Q9BYJ4	D3ZA88
P14316	A0A0G2K1F1
P13861	P12368
Q8TDN6	Q4QQT6
Q8N9S9	F1LZE2
Q9H228	Q9JKM5
Q8WUA7	D3Z994
Q15131	Q4KM47
Q9NPC1	Q924U0
P30679	O88302
Q9H4A9	Q5M872
Q8IXU6	A0A0G2JTZ7
O15160	Q5RJK9
Q6P1L5	F1M8D5
P27352	P17267
Q96NK8	B5DEY7
P01042	P08934
Q96FK6	Q5FVP5
Q96A70	D4A693
O95455	A0A0G2JZS4
Q96N19	B2RZ60
Q9NX62	D4AD37
Q9GZV7	Q9ESM2
Q06609	B5DF04
Q9UHF4	D3ZJZ2
Q495N2	Q4V8B1
Q99679	D3ZA59
Q96BN2	Q5BJQ7
Q6UN15	Q5U317
Q9NPH0	Q4FZU0
Q8NAF0	B1WBW3
P52564	Q925D6
P49585	P19836
Q9BYG0	Q99NB2
Q8N3I7	B2RZ48
Q9BT40	A0A0G2K5K7
P53990	Q568Z6
Q9P2B7	Q66H34
O75563	Q920G0
O00154	Q64559
P18146	P08154
Q8TB36	D4A5X7
Q8WTS6	D4ADE5
Q9UBY5	Q8K5E0
Q969T3	A0A0G2K9D8
P23942	P17438
Q6P2M8	O70150
P51686	Q8CH33
Q7Z6G3	F1LQY6
Q8WTR8	D3ZT86
Q9NWQ8	Q9JM80
Q8N9V3	Q5FVN8
Q14680	D4A6T6
O95125	D4A7G1
Q96K62	D4A1A3
P28289	P70567
Q1RMZ1	D3ZV22
Q96GN5	Q4G059
Q15916	D3ZBL2
Q9GZX3	D4A9P8
P25116	P26824
Q02818	Q63083
Q8TCU3	Q5RKI7
Q2M2I3	D3ZT45
Q9NPE6	O55034
Q9NZL9	Q5U2R0
A6NCI8	F1LTK0
Q08AI8	B1WC80
Q9NQS3	D4A5C0
Q00532	Q66HE7
Q6PI77	Q71HP2
O60383	Q9QYW4
O94766	B2GV35
Q68G74	G3V6V6
Q8WZ73	Q8CIN9
Q8TBF8	D4A7T8
O00623	O88177
Q8WTS1	Q6QA69
O14524	M0R7R7
O00767	P07308
Q8WXS5	Q8VHW5
Q9H4K7	A0A0G2K4Z6
O00180	Q9Z2T2
Q5SYC1	A6JUQ6
Q12837	G3V7L5
O75493	Q811X3
Q96PF2	F7FH45
P35575	P43428
Q9H832	Q3B7D1
P62714	P62716
Q9Y6U7	D3ZNU0
P78545	Q4V7E1
Q6ZVT6	Q4V7B1
Q9GZV8	D3ZI87
O43464	B0BNB9
Q7Z6P3	F1M8M0
Q8NFD2	D3ZDY2
P35900	P25030
Q96T92	D3ZKF8
Q9NXS2	B5DFI7
Q8TEW6	B0BNA8
P51679	G3V7C3
Q99500	F1M9D3
Q8N1H7	D4A1D9
Q8TCE6	F1LNS2
Q9BZI7	A0A0U1RRP3
O15547	P51579
Q6NXP0	F1M1Q8
P49683	Q64121
Q7Z5V6	Q66HR9
Q9UKL0	F1LXS5
P49770	Q62818
P35249	B4F778
P03905	P05508
Q9NZL4	Q6IMX7
O95801	A0A140UHY1
P0CG20	D3ZMG2
Q9HBE5	Q5EBB1
O75794	Q62834
O43818	B0BND5
O60548	F1LP85
Q6NXE6	B2RYL4
P61073	O08565
O60755	O88626
Q9GZT8	Q4V7D6
P43657	Q4G072
Q7L5A8	Q2LAM0
Q8WVN8	D4A1G2
O75167	P62025
Q6MZQ0	A1L1K1
Q6J9G0	D3ZHY0
P55209	Q9Z2G8
Q14565	D3ZJ85
Q13421	Q9ERA7
A8K0R7	F1M2B6
Q7L8A9	D4AE85
Q5VZB9	D3ZIZ0
P80365	P50233
Q9HA90	D3ZRE8
P67775	P63331
P18428	Q63313
P07098	P04634
Q05932	M0R401
O60243	D4A6E6
Q9BV23	Q5XI64
P00480	P00481
Q96EM0	D3ZV91
Q9UHR6	B5DEI7
Q9H4P4	A0A0G2K4P8
Q9C075	G3V7M3
Q96CB9	D4A099
Q8NDH6	Q6RUG5
P18627	Q5BK54
Q9UJU6	Q9JHL4
Q8TDT2	F1M221
P05121	P20961
Q9BTX7	D3ZGM8
Q9BQA1	Q4QR85
P07355	Q07936
Q9BZC1	F1M6I9
Q68CR7	Q6TXF5
Q86YD3	D3Z9V8
P35713	Q4V7E4
O75818	Q5BK64
Q9NX46	B0K017
Q8WYJ6	Q5EB96
Q03426	P17256
O75477	B1WBY7
Q9P0W8	Q9R0A3
P38571	Q64194
Q86XD5	Q568Z1
O14681	Q4KM77
P07195	P42123
Q9H841	D3ZKE2
Q969V5	D4A1H7
Q15165	Q6AXM8
Q8N5Z0	Q64602
O14965	P59241
O75436	Q6AY86
Q15717	B5DF91
Q8NCT3	D4ABI4
Q9BQS2	P59926
Q8N6Y2	Q6AYD0
O15126	P56603
Q99527	O08878
Q9NYZ3	D3ZPA8
O95264	Q9JJ16
Q9UJ70	P81799
Q6W3E5	F1M812
Q8N5B7	D4AA91
Q9H4B8	Q5U2X4
Q9NPF4	Q9WVS2
Q9BQ95	Q5XIC2
Q8N309	F7FJD5
Q13454	A0A0G2KAE2
P35414	Q9JHG3
Q13336	P97689
Q8WWB7	Q68FV6
Q9BRK5	Q91ZS3
Q6U736	Q7TQN6
Q6PJ69	D3ZY16
O43148	Q5U2U7
Q9HBW0	A0A0G2K505
Q6XPS3	D4ADC8
Q6YI46	D3ZV19
Q6NZI2	P85125
O95965	Q5PQQ8
Q9H0Q0	B0BN65
Q96DB2	B2GUW3
P06746	P06766
Q9NV79	D3ZY20
Q9Y6W5	A0A0G2K5T9
Q9NTX7	Q5XIK5
Q96PL5	D3Z9R6
P30518	Q00788
Q96GZ6	Q3SWT5
Q96ER9	Q5PPN7
P32249	D4A7K7
Q6NTF9	D3ZQG3
P13646	Q6IFV4
Q8IU99	D4AE44
Q5W5X9	Q4V7F0
O75821	Q5RK09
Q9NP92	D4A833
Q96C23	Q66HG4
Q9GZM8	Q78PB6
P36222	Q9WTV1
O94905	B5DEH2
Q8ND71	Q4KLG2
Q969K3	Q6AYH3
Q15853	Q63665
Q00325	P16036
Q6PIY5	D4A9P2
A6NJ78	F7F172
O75752	Q6AY39
Q92804	A0A0G2JWR5
Q92804	B2RYG5
O43829	F1LMU5
Q9H9S4	Q5XIJ7
Q99469	F1M107
Q969F2	D4A182
Q15555	Q3B8Q0
Q8IVH4	D3ZNY3
Q63HM9	D4A1H2
Q13505	A0A0G2JU49
Q7RTX7	D4A0V7
Q86X45	D4ACP1
C9JE40	D3Z954
P08709	Q8K3U6
Q96M91	F1M6S6
O00743	Q64620
Q9H9Y2	Q5RJS9
Q96PL2	D4AC15
Q6NVY1	Q5XIE6
Q92734	Q6AYR1
Q13190	Q08851
Q8N357	Q5RKH7
Q9HAT1	Q5FB95
Q8N8E2	Q5FWU5
Q9H813	Q66H28
Q6TCH7	Q6AXP7
P35250	Q641W4
Q9NUQ9	B2GUZ9
O60269	D3ZH78
Q13569	A0A096MIY3
Q9P272	D3ZQW3
P12524	G3V7T4
Q96D15	I6L9G5
P17022	Q642B9
Q8N4S0	Q66H73
Q8NDV2	Q9QXI3
P21549	P09139
Q9NXH8	D3ZG57
Q9BZV2	A0A0G2K171
P40925	O88989
Q9BW91	Q5XIG0
Q5VXI9	A0A0G2K430
P48728	M0R9I6
Q6T423	O70609
Q01546	Q6IFZ5
P35269	Q6AY96
Q96G23	Q3T1K1
Q9GZN0	Q9ESP4
P14151	P30836
Q9H2S6	Q9ESC2
Q9P0Z9	Q5I0K1
Q9H1A3	D3ZZ04
O95630	Q8R424
P40200	Q5BK49
P50613	P51952
A6NMK8	D3ZZH5
O15143	O88656
Q8N143	D3ZTN3
Q15293	D3ZUB0
Q13077	M0R5V5
Q9HBG7	D3ZEF7
O00170	Q5FWY5
Q9H819	Q0H8V1
Q8TBN0	Q99NH3
Q8NE86	M0RDI5
Q15070	D3ZRH1
P35908	Q6IG02
Q8TC20	Q66HB6
O00757	Q9Z1N1
Q9UBE0	Q6AXQ0
O15375	D4A3B5
Q6DCA0	G3V9S2
Q96A46	G3V865
Q9BSE2	Q3T1H8
P05455	P38656
Q9H2M3	Q68FT5
Q9H1X3	Q5BJW9
P51398	A0A0G2K264
Q8NEW0	Q5BJM8
Q9NWY4	D3ZMN2
Q96MH6	D3ZF19
Q9H6I2	G3V923
Q9BZJ4	Q4V8K4
Q9NXV6	Q5U2X0
O60443	F1MAG0
Q13562	Q64289
P43088	P43118
Q86V86	O70444
Q14774	A0JPN1
P00156	P00159
O95665	Q63384
Q5TID7	Q6AYN9
P00326	P06757
P37198	P17955
Q5T9C2	M0RAC2
P49682	Q9JII9
P29274	P30543
Q9NRA1	Q9EQX6
Q0GE19	Q5PT50
O43167	Q3B725
Q8N3G9	F1LMW0
P78412	D4A7R4
Q969F8	Q924U1
A2A288	D4A0I4
P47898	P35364
Q96A29	D3ZWW0
P49441	Q5RJK6
Q9Y3S2	D3ZSN4
Q8WXI3	B5DEZ7
Q8IYM1	Q4V8G5
Q5PSV4	B1WC78
Q7L1S5	F1M862
P40926	P04636
Q2TAL6	M0RB53
O00401	O08816
P52951	G3V8J6
Q96EB1	F1M7K9
Q9NXK6	Q5PQT5
Q9Y376	A0A0G2JZH0
P26022	D3ZT94
Q99638	D3ZXM2
P78552	Q561K3
Q5H9K5	D3ZGI1
O43488	Q8CG45
Q9NT62	Q6AZ50
Q9H6J7	Q5M9F0
O43603	O08726
Q67FW5	Q6GV29
Q9GZQ4	Q9ESQ4
Q8NCE0	Q5M954
Q8WUS8	A0A0G2JT58
Q9BXY5	A0A0G2JWR8
Q9NZ01	Q64232
P14550	P51635
Q8N461	Q5MJ12
P08727	Q63279
P05543	P35577
Q8TBZ0	B2GV42
P54922	Q02589
Q8NE79	Q3BCU4
Q9NPY3	Q9ET61
Q02509	D3Z9Z1
Q99442	Q7TP42
Q8TBJ4	Q6WAY2
P00813	Q920P6
P35227	B2RZ82
Q9NXF8	Q923G5
Q0ZLH3	D3ZSE6
Q9NRD0	Q5M7U1
P58012	D4A0S1
O75618	Q9Z2K0
Q9NPB6	Q6B4M5
O43567	Q66HG0
Q8IXJ6	Q5RJQ4
Q14154	P60924
P21810	P47853
P08100	P51489
Q6FHJ7	Q9JLS4
O96008	Q75Q40
Q8TC94	B3DMA6
Q5HYJ1	D4A1Y9
Q8TCX1	Q6AY43
Q8N3Z0	Q5R212
Q9UKZ9	M0RD26
P53597	P13086
Q9Y698	Q71RJ2
O75381	Q642G4
P11309	P26794
O75525	Q9JLP1
Q16589	B5DFJ6
Q9H6S1	Q4KMA0
Q3ZCV2	B1H283
A6NKF2	D3ZQB1
O95503	E9PT11
Q5VWX1	Q920F3
Q9NWM3	Q5PQP8
P60510	Q5BJ92
Q5U4P2	D3ZWE1
Q15109	Q63495
Q9GZR5	D4ACH5
P24347	Q499S5
Q8WVY7	Q5FWT7
Q4ZJI4	F1LPN2
Q8WTU0	A0JPP7
Q5SQN1	Q6P6S0
O43502	G3V6U0
Q9H0M4	F1M2K1
P55039	A0A0G2KAI8
Q08629	F1M6V6
Q9H2G9	Q6AYB8
Q8NBP5	D3ZTY6
P16070	P26051
Q9UKP3	D3ZW59
Q9H1D9	D3ZQ56
Q6KB66	Q6IMF1
O95258	Q9EP88
Q8IWX5	F1LZ44
Q4AC99	D3ZUW2
Q6TCH4	D4A4X5
Q9UBN1	Q8VHW9
P37837	Q9EQS0
Q9NXE8	G3V6I3
A6NHX0	G3V665
O15541	Q5PPN1
P14635	P30277
Q9UQR0	D3ZRL8
Q96BN8	B0BMY6
O75787	Q6AXS4
Q8NDY3	Q5XIB3
Q07866	P37285
P56975	F1M182
Q9NP85	Q8K4G9
Q9NUD5	D3ZZ10
P35226	B4F7B6
Q9NYG2	Q2TGK3
O95136	P47752
Q9H0U3	O35777
Q96NE9	Q8VII0
A4D126	Q5S6T3
P04406	P04797
Q9BZR6	Q99M75
P13945	P26255
Q9P055	D3ZZT8
Q5EBL2	D4A8F7
A4D1E9	D4A3U1
Q96DP5	Q5I0C5
Q00534	F1MA87
P31276	D3ZKV8
Q9UKU7	M0RDK9
Q96HL8	B0BNA1
O43300	D4A7P2
Q8WW24	Q6AXV2
Q6N063	D3ZU70
P19013	Q6IG00
Q9BUU2	D3Z9R2
O60609	Q6AXR3
O60359	Q8VHX0
P40937	B5DF29
Q9NS68	D3ZUJ0
Q9H3K2	Q5XIA8
A2RU49	D3ZUX1
O14908	Q9Z254
Q96MT8	Q4KLY0
P03999	Q63652
Q6BEB4	A0A0G2JUC1
Q9UK55	Q62975
Q9NS23	Q5FAQ9
Q15599	Q920G2
Q9H790	D3ZLE0
Q6XZB0	D3ZMG4
P30740	Q4G075
Q9HC98	P59895
Q8N0U7	A0A0G2KB50
Q9Y3Q8	Q3B8N7
Q6P9G9	M0R5T3
Q96ST2	Q3SWT4
Q8IU89	B1H294
Q5T4F7	D3ZTV6
Q9NY43	O88181
Q9HBT7	D4A516
P51810	D4A082
Q9HB96	F1M286
Q9Y5K3	Q9QZC4
Q2M3D2	D4A3V7
P60891	P60892
P47211	Q62805
A6NGH8	Q641X1
O43827	D3ZDK4
Q8N8W4	D4A3G9
Q8TDY3	Q5XIK3
Q96RI8	Q923Y5
O14901	E9PTS6
Q8IV63	Q66HC2
Q9Y234	D3Z7Z4
Q9Y4I5	Q5XHX9
Q14916	Q62795
Q9C086	Q0D2L4
Q7RTY1	M0RCI4
Q2VYF4	Q5PQQ5
O43597	Q5HZA2
Q3LIE5	Q5M886
P32245	P70596
Q86SQ9	Q5U2T2
Q9NW38	D3ZAU3
P00338	P04642
Q96CS3	Q5BK32
Q00403	P62916
Q14CZ8	D3ZEI4
P82933	B0BN68
Q01459	Q01460
Q9NYZ2	Q66H23
P15309	P20646
Q9H7Z7	D4AE56
Q9BZG2	A0A0G2KB67
O14656	Q68G38
Q5VV17	D3ZNC0
Q5VVQ6	Q32Q05
O14657	Q2M2S1
Q8TD22	Q8CFD0
P31942	D4ABK7
Q6P3R8	D3ZSY9
Q9BTF0	D4A475
Q5T442	Q80XF7
Q9NP66	D3Z937
P25940	Q9JI04
Q96BW5	Q63530
Q9H0V9	F7F3Z1
P36402	D3ZLD0
Q9P1P5	Q5QD25
Q9NWD8	Q6AY76
P46108	Q63768
Q7L5D6	F1LXF5
Q7L523	Q63486
O75829	O70367
Q12934	Q02435
Q9BY76	Q6TMA8
P51843	P70503
Q13829	Q7TNY1
O95859	Q569A2
O75569	Q4V8C7
Q9BRT8	Q99MB4
P52292	Q6P6T9
P52292	M0R7I0
Q8NFH4	G3V6M8
O60931	A0A0G2K358
P78324	P97710
O00487	Q4V8E2
Q7L0Y3	Q5U2R4
P13995	D4A1Y5
P08397	P19356
Q15777	B1WBP0
Q8TDX5	Q8R5M5
Q15257	B2RYQ2
O60478	A0A0G2K234
Q13630	G3V762
Q9Y3X0	M0RA86
Q8N7B9	Q66HC0
O75830	G3V7A3
O14745	Q9JJ19
O43172	D4A7J8
Q96ES6	Q4V8E5
P46092	D3ZJH1
P16444	P31430
Q96PC2	D4AEE6
Q96EA4	Q3KR99
Q9NSI8	A0A0G2K960
Q9Y2L8	A0A0G2K008
Q96I34	D3ZVR8
Q11206	P61131
Q9BWX5	Q5U2V0
Q9H9B4	Q63965
O95825	Q5XI39
P05155	Q6P734
Q9NTN3	D3ZVG2
Q8WYN0	M0R9G9
P05120	P29524
Q9BZW4	B0BNG2
Q8TCW7	D4AAZ2
O75610	D4A670
C9JLR9	F1LWF3
P38567	Q5BK36
Q9BZE3	P63156
Q969S0	D3ZAN4
P78383	Q6V7K3
O76003	Q9JLZ1
Q9BXS4	D3ZTP3
Q9UBV7	A0A0G2K4C0
Q8NFH5	Q68FY1
Q9H1J5	D4A9D7
P43699	P23441
Q9NXX6	D3Z9K8
P11908	P09330
Q969Q1	Q91Z63
Q8TB92	D4A5C3
P30542	P25099
Q96S86	Q5R1X6
Q12815	D3ZLZ9
Q14653	Q5XIB0
Q7Z5S9	D3ZTK4
Q92890	Q9ES53
O75386	F1M656
Q8N895	D4A715
Q96FI4	Q4KLM0
Q9BU70	Q4V7E0
Q9NYA1	Q91V26
O14717	Q4G073
O15519	C0H5Y5
Q92954	F1LRA5
Q6ZNE9	A0A0G2JUI2
Q9BW04	Q499V8
Q14790	Q9JHX4
P47775	P30951
P55087	P47863
A6NNE9	A6P320
Q86WK7	Q80ZD5
P30411	P25023
Q92765	B2GUW1
Q8IYW5	B2RYR0
Q00796	P27867
Q96M20	Q6QI81
Q9HC52	Q4FZS1
Q9NZC3	Q9JL55
Q6PCB0	Q642A6
Q96EU7	Q499P3
Q13643	D3ZPF0
Q99963	O35180
P48745	Q9QZQ5
P51582	O35811
Q8IWE4	Q4V8B2
Q8NEP7	D3ZDT0
Q9BZE9	F1LR71
Q8NHS2	A0A0U1RVK4
Q9BV20	Q5HZE4
Q9H6B1	Q6AXX3
Q9UHK6	P70473
Q7L311	Q642B5
Q9NUU6	Q3B7D8
P05412	P17325
Q8TDS4	Q80Z39
P35212	Q03190
Q66K66	D3ZHB8
Q8NBM4	F1LQF5
P54687	P54690
Q9NQR1	D3ZEB9
Q16769	D4AC85
Q13304	Q09QM4
A6NFY4	P0C8N6
Q9BUM1	Q6AZ83
Q96RI9	Q923Y6
Q00G26	M0R7Z9
Q7Z7M8	D3ZE36
Q03395	Q5PPM7
Q9Y663	D3ZFR1
Q9P104	B2RZ51
O95400	B4F786
P32302	P34997
A2RUH7	Q5PQM4
P23511	P18576
P41440	Q62866
Q5JS37	D4A2F6
P27695	P43138
Q5NUL3	Q2AC31
Q86UG4	Q924H6
Q9BVC4	Q9Z2K5
A0PK00	M0R6Y6
Q9BZQ4	Q0HA29
Q8N1W2	D4A0K8
Q9UIR0	Q6MG97
Q969S3	Q7TM96
Q9H3F6	Q7TPL3
Q13093	Q5M7T7
Q969M1	A4F267
Q6P2C8	B2RZ56
Q5T8I3	F1M2P6
Q9BXC1	D3ZWS1
Q92552	D4A3E8
Q9BXW7	D3ZQB6
Q8NEK8	D4A3M4
Q9H788	Q6AYC8
Q32ZL2	B3VQM3
Q86YM7	Q9Z214
Q86X24	D3ZWE7
Q9Y5Z9	D3ZG27
Q96MF2	D3ZQN6
Q96SC8	D4A0L2
Q6UWU4	Q6P6G2
P48729	P97633
Q86V85	G3V799
P14324	P05369
Q9BTV6	D4A1S8
Q9H7L9	M0RBT5
P57721	Q6AY48
Q8NFZ5	G3V7R6
Q5W0U4	Q6P6S3
Q7Z4V5	Q925G1
Q9Y2C4	D3ZTW9
Q6UXN9	M0R565
Q86UC2	F1LRY1
P34995	P70597
Q8N1N4	A0A0G2K4H7
Q9UHK0	Q641W3
P05198	P68101
Q9Y5Y5	A0A0G2JWT6
Q9UKL4	O70610
Q15699	Q63087
Q9Y6R9	A0JPP8
Q96MX3	D3ZY01
Q9NPB9	G3V9V6
Q8TDX7	D3ZBE5
Q9BXA7	Q6V9Y2
Q7L5N1	D3ZI16
P20142	P04073
Q9H814	Q63068
O95977	D4AEH8
Q16621	Q6AYT2
Q6P4I2	B0BN27
Q9Y3Q7	P97776
Q96Q45	A0A0G2K7G5
P50876	D3ZYY5
Q8IYX4	D3ZQ06
Q9GZT4	Q76EQ0
Q9UBB5	D4A986
Q5JXM2	Q5BK01
O14556	Q9ESV6
P51946	Q9R1A0
Q5EBM0	D3ZC63
Q9BWM7	Q9JHY2
Q96A99	A0A0G2JZ18
Q96I25	Q6AY02
Q9BWN1	D3ZWF4
Q15427	Q6AYL5
Q9BU19	F6WEQ6
Q9NUK0	D3ZQV3
Q9NYB0	Q5EAN7
Q96H72	Q2M1K6
Q96LX7	D3ZMQ6
Q9NRY5	D3ZC89
P42568	A0A0G2QC34
Q96FZ2	Q5XIJ1
Q6QHC5	Q564G3
Q8N8N7	Q5BK81
P46109	Q5U2U2
Q7Z5B4	B0B1T9
P83105	D3ZKF5
Q01860	Q6MG27
Q5JU67	Q4V7B0
P50749	Q3B7D5
Q9H0G5	Q4FZU3
O14804	Q5QD23
Q15050	A1A5P2
P98172	P52796
Q11201	E9PSJ1
Q5T280	A0A0G2QC59
Q96M60	Q6AXP3
Q66K41	D3ZE95
Q9NWX5	Q6AYC9
P50406	P31388
P25021	P25102
Q8IYX1	E9PT72
O15121	Q5XIF5
Q9H6B9	D4A4W4
Q99816	Q6IRE4
Q9NUQ2	G3V965
Q6ZQW0	F1LV46
O15372	Q6P9U8
P31937	P29266
P20062	Q9R0D6
P04083	P07150
P22626	A7VJC2
Q9NZN9	Q9JLG9
O96024	O88178
Q3SXY8	M0RDU9
Q9BWQ8	O88407
Q6UXB0	D4ADK8
Q9NZC4	B2RYD8
Q9Y316	Q4QQR9
Q15078	P61810
Q96BI1	Q6AY78
A2CJ06	F1M5J7
Q5T2D3	D4A7M3
Q01851	P20266
P46089	Q8K1Q3
Q96H78	D3ZSN7
Q9H2Z4	D3ZTX2
Q9UNP9	B0BMU0
Q96HH6	Q6P726
P07858	P00787
O95389	D3ZDL5
Q8WXU2	Q5VJS5
Q7Z5U6	D4ADI9
P59910	Q5YKV6
Q9H2S5	Q920M2
O43670	Q498C9
Q9UBU8	Q6AYU1
P51884	P51886
Q9Y2D0	Q66HG6
Q9Y366	D4A5T7
Q8WTX7	Q5BJZ0
O60496	D3ZHJ4
Q99496	Q4KLY4
Q6ZT52	D4A8D8
Q9HA72	Q5RJQ8
Q12841	Q62632
P43235	O35186
P05026	P07340
Q9H936	A0A0G2K5L2
Q8WTX9	Q2TGK5
B2RXF0	D4ACS9
O95620	A0A0G2K3I5
O96009	Q9QX71
Q7Z6J2	Q8R4T5
Q8N0Z2	Q8K4K7
P36382	P28234
Q6ZNI0	D3ZBX5
Q96N21	G3V8Y7
Q96P16	D4AAU4
P0CB38	D3ZGA4
Q7Z794	Q6IG01
Q96HF1	B1WBV2
Q8NBL3	Q68FV0
Q8WWN9	Q80VL0
Q96IR7	Q5XIH9
P18848	Q9ES19
P50479	P36202
Q6P9B6	D4A255
P78540	O08701
Q9HB89	Q9JJI5
Q99956	Q2YDV1
P55211	Q9JHK1
Q5XKR4	G3V7E0
Q96AM1	P23749
Q96M27	Q3T1I4
Q02338	P29147
Q8WXG1	O70600
Q14376	P18645
Q4AE62	Q53E76
Q06136	D3Z9P1
P16220	P15337
Q9H9Y4	D4A7C0
Q92504	Q6MGB4
Q9H8K7	Q5XI46
P52799	B2B9A9
Q9Y484	Q5U2Y0
O00461	Q5BJK8
Q8NH41	D3ZSE2
P43115	P34980
Q9NYP7	Q920L7
P22415	O35410
Q6ZVZ8	D3ZU92
P53007	P32089
Q9H977	D3ZX63
P0C870	D3ZZV5
Q5VX52	Q6AY22
A0A096LP49	D3ZUA4
Q96KB5	A1L1J7
O14562	G3V8E4
Q8IVB5	Q5PQQ7
Q5T953	Q5PQP0
P14920	O35078
Q9H7P6	D4A732
Q4W4Y0	D4A3H4
Q9NYG8	G3V8V5
Q9UGM6	F1M8H2
Q9UBP5	G3V7S6
P48556	F1LMQ3
Q2T9K0	D4ADT4
Q9Y5K1	A0A0G2K9V7
Q86W34	Q400C7
Q8WVM0	Q811P6
P09001	P18665
Q96LZ7	Q498D5
Q7Z6Z6	D3ZXU1
O43903	G3V857
Q8N350	F1MAS1
P09467	P19112
Q9UJ04	Q66H46
O60513	Q66HH1
Q9Y673	Q4QQS6
Q9H939	D3ZA66
Q9UJ72	D3ZXN8
Q16342	P47816
P80303	Q9JI85
Q6H9L7	M0RD17
O75541	D3ZEI3
O15527	O70249
O95238	B2RYE0
Q8N0S6	Q3ZAU7
Q9Y271	Q924T8
Q9H6B4	Q8K1G0
P19623	Q99MI5
Q9C004	D3ZJA3
P13928	Q4FZU6
Q3SY77	A0A0G2K4R2
P08574	D3ZFQ8
Q7L3B6	Q5XIC3
P27169	P55159
P24941	Q63699
Q00535	Q03114
Q9UMR5	O70489
P43119	P43253
P13804	P13803
P50616	Q8R5K6
Q9BXJ3	F7EUJ8
Q8NI37	D4A520
Q9Y2D2	Q6AXR5
O00151	P52944
Q96BJ3	B1WBV1
Q9BX59	D4A6L1
Q9UQ49	Q99PW5
P51681	O08556
Q9UIC8	Q6P4Z6
Q9HB21	A0A0G2K1A8
Q9UHY8	P97578
C9JTQ0	D3ZKY6
P13716	P06214
Q92985	F7FGY2
P51948	Q8CIR5
P78382	A0A0G2JZH4
Q9H255	O88628
Q6ZSB9	A0A0G2JT85
Q9H4Q4	D3ZEJ0
O75716	P57760
Q9NY26	B5DEF5
P01871	F1LPW0
P14415	P13638
Q5VST6	Q6AY17
P09668	P00786
O14495	P97544
Q96C86	Q8K4F7
Q9UGC7	Q4V7E5
Q8N3Z6	B1WC15
P14784	P26896
Q6ZMK1	Q5BK76
Q3I5F7	D3ZSE3
Q9BV68	F7ESD4
Q86WK9	G3V867
Q6PCB6	B5DFK7
Q96CQ1	D4ACN9
Q01664	D3ZJT6
Q8N4F0	D4A5H4
P32246	Q9JLY8
Q53F39	B1WC86
Q6UB28	G3V670
Q86UT8	D4A553
P46777	P09895
Q15077	Q63371
Q96CM3	Q4QQT0
Q9BV79	Q9Z311
Q9UIH9	Q5FVT6
Q9BWV3	Q5XIE7
P46095	P51651
Q8IXS6	A0A096MIZ1
C9JA33	A0A096MIZ1
Q9BWG4	G3V8L4
Q15080	B2RZ98
Q86UD0	B0BN66
Q9UNQ2	G3V7R8
P41968	P32244
Q99747	A0A0G2K350
O00358	O08771
Q96IW7	Q642F4
Q9H0C1	A0A096MJU8
Q86WS4	F1LTS3
Q8IV48	Q5FVR4
Q6UX68	Q5GH58
Q02978	P97700
Q8NG27	Q66HF7
Q9P0W2	D4A586
O60938	D3ZVD7
O15144	P85970
P34972	Q9QZN9
Q07352	P17431
Q9P2M1	Q569C2
P49238	P35411
Q3SXM5	Q4V8B7
Q5JTD7	Q587K4
Q9H6D7	Q6AYC0
Q9Y315	F1M1H0
Q15738	Q5PPL3
Q5VZF2	F2Z3T4
Q6P531	Q6IE08
P05111	P17490
Q969X2	Q6ZXY0
P30968	P30969
Q8N999	Q6AXM9
Q13319	F1M491
Q9UKB5	Q4W8E7
Q2M329	D3Z9F2
P38432	E9PTJ1
Q9BUA3	D4AED1
P31271	A0A0G2K5C1
Q5PT55	Q4JLT5
Q8IYA8	M0R8J7
Q9NPC4	Q9JI93
Q96H96	Q499N4
Q8NFW5	D3ZMA3
P19012	Q6IFV3
Q8IUQ4	Q920M9
Q96QI5	D3ZGJ6
Q5TEU4	B2GV71
Q9BYD9	D4ABA6
O95810	Q66H98
Q53LP3	M0R7U6
Q9H0I2	D4A243
P05141	Q09073
Q9Y4L5	D3ZB96
Q12982	A0A0G2K1P3
Q9H2F3	O35048
Q9Y5X4	M0R4U8
P16871	D4A3X8
Q11130	Q712G6
Q9Y4X4	D3ZG44
Q71RS6	D3ZFG9
Q86UN3	Q80WD1
Q96KN4	G3V9V1
Q9H244	Q9EPX4
Q96ER3	Q7TP01
Q8N8X9	D4AE70
Q12908	Q62633
Q8NGI2	M0R9Z9
P57682	D4A4V3
Q9NRN7	B2RYJ4
P55073	P49897
P63244	P63245
O43711	G3V6M6
Q96P66	D4ABK4
Q9BWT1	Q4KM91
P48431	D4A543
Q96NB3	Q3MHS2
P12271	D3Z956
P54619	P80385
Q9H147	Q91Y53
O60479	D4ADD0
P49715	P05554
Q9BS86	Q6AXU2
Q14192	O35115
Q92600	Q5PQL2
P53384	Q5I0L4
Q15428	Q6AXT8
Q6E213	D4A598
Q5GH70	Q5GH54
Q96GD4	O55099
Q6ICL7	Q5RKL7
Q9H903	D3ZUA0
Q9UIV8	D3ZKA0
P01009	P17475
Q8N4T4	B0BN40
